Country,Location,Name,Coordinates
DE,PTD,Petersdorf,5413N 01226E
DE,PTN,Parkentin,5405N 01159E
DE,PYK,Spyck,5148N 00608E
DE,PZI,Pautzfeld,4946N 01101E
DE,RAR,Ruhstorf an der Rott,4826N 01320E
DE,RBF,Rotenburg an der Fulda,5100N 00944E
DE,RBI,Grambin,5346N 01401E
DE,RBK,Riesenbeck,5216N 00737E
DE,RCI,Rechlin,5320N 01243E
DE,RCK,Recke,5223N 00743E
DE,RDL,Riedlhutte,4854N 01321E
DE,RDT,Rot an der Rot,4800N 01001E
DE,RDU,Radeburg,5113N 01343E
DE,RDW,Rudow,5225N 01329E
DE,RE5,Rech,5031N 00702E
DE,REE,Reepsholt,5329N 00750E
DE,RET,Rethem,5247N 00923E
DE,RFI,Reichenbach an der Fils,4843N 00928E
DE,RFT,Kirschfurt,5010N 01022E
DE,RHB,Rheinberg,5133N 00635E
DE,RHX,Bad Durrheim,4801N 00832E
DE,RIC,Werrich,5139N 00632E
DE,RIK,Rieneck,5005N 00938E
DE,RIZ,Britz,5227N 01326E
DE,RKQ,Dornach,4809N 01141E
DE,RLB,Grauelsbaum,4844N 00759E
DE,RLZ,Bralitz,5250N 01400E
DE,RNT,Runthe,5138N 00739E
DE,RP7,Flemlingen,4914N 00805E
DE,RPD,Derschen,5043N 00759E
DE,RRE,Rerik,5406N 01137E
DE,RRG,Rheinsberg,5306N 01253E
DE,RRP,Weisenheim am Sand,4931N 00814E
DE,RSK,Rostock,5405N 01208E
DE,RTJ,Reichartshausen,4921N 00856E
DE,RU7,Rudesheim,4951N 00749E
DE,RUB,Rusbend,5219N 00904E
DE,RUE,Rudesheim am Rhein,4959N 00755E
DE,RUM,Russelsheim,4959N 00826E
DE,RZE,Wriezen,5243N 01408E
DE,S3B,Schechingen,4852N 00955E
DE,SAR,Salzgitter,5209N 01019E
DE,SCJ,Lommatzsch,5112N 01318E
DE,SCV,Schleiden,5031N 00628E
DE,SCW,Schweinfurt,5003N 01013E
DE,SDI,Schalding,4836N 01321E
DE,SDT,Schwedt,5304N 01416E
DE,SE8,Seeshaupt,4750N 01118E
DE,SEF,Schelldorf,5228N 01159E
DE,SFL,Schonfeld,5118N 01342E
DE,SGW,Schwelgern,5130N 00644E
DE,SH2,Schaprode,5431N 01310E
DE,SH4,Altengors,5354N 01012E
DE,SKN,Stephanskirchen,4751N 01211E
DE,SKS,Salbke,5205N 01140E
DE,SL5,Stahlbrode,5414N 01317E
DE,SLQ,Schluettsiel,5441N 00845E
DE,SLZ,Sulzbach-Laufen,4856N 00951E
DE,SMA,Sankt Margarethen,5354N 00915E
DE,SN2,Stein,4931N 01214E
DE,SNC,Sunching,4853N 01221E
DE,SNE,Sehnde,5219N 00956E
DE,SNP,Stolpe,5352N 01334E
DE,SNR,Schnackenburg,5302N 01134E
DE,SOC,Stollhofen,4845N 00802E
DE,SPD,Schopsdorf,5214N 01213E
DE,SPI,Spiekeroog,5346N 00742E
DE,SPS,Schulper Neuensiel,5416N 00856E
DE,SQJ,Sesslach,5011N 01051E
DE,SRA,Serrig,4935N 00634E
DE,SRI,Schweringen,5245N 00911E
DE,SRP,Stockhausen-Illfurth,5039N 00759E
DE,SSL,Hesselte,5225N 00723E
DE,STA,Stade,5336N 00929E
DE,STS,Stader Sand,5338N 00931E
DE,SWF,Schwaigern,4909N 00904E
DE,SWQ,Schwanfeld,4955N 01008E
DE,SWS,Steinwiesen,5018N 01128E
DE,SWT,Schwentinental,5416N 01013E
DE,SWW,Wedtlenstedt,5216N 01025E
DE,SWZ,Schwarzenbruck,4921N 01115E
DE,SXD,Ottendorf,4958N 01043E
DE,SXE,Seelbach,4819N 00757E
DE,SZ8,Schozach,4904N 00912E
DE,TAE,Tangermunde,5233N 01157E
DE,TAR,Taben,4933N 00635E
DE,TBN,Trebbin,5213N 01313E
DE,TCN,Teuchern,5107N 01201E
DE,TEJ,Ballrechten,4752N 00742E
DE,TER,Osterwald,5207N 00937E
DE,TGM,Thungersheim,4952N 00950E
DE,THR,Thierhaupten,4834N 01055E
DE,THU,Thune,5219N 01030E
DE,TJE,Lutjenburg,5418N 01036E
DE,TKD,Treis-Karden,5011N 00718E
DE,TLB,Strehla/Elbe,5121N 01313E
DE,TLT,Teltow,5224N 01316E
DE,TMH,Torfmoorholle,5006N 01149E
DE,TMM,Temmels,4941N 00628E
DE,TNR,Wittenberge,5301N 01145E
DE,TOS,Tossens,5334N 00817E
DE,TRD,Osterronfeld,5417N 00942E
DE,TRH,Trechtingshausen,5000N 00750E
DE,TSU,Tiessau,5311N 01059E
DE,TTP,Platten,4957N 00658E
DE,TWZ,Thallwitz,5126N 01240E
DE,UBG,Bad Durrenberg,5117N 01203E
DE,UBT,Laubegast,5102N 01350E
DE,UCK,Ueckermunde,5344N 01403E
DE,UDF,Braunsdorf,5222N 01357E
DE,UEL,Uelzen,5258N 01033E
DE,UES,Uesen,5300N 00904E
DE,UH7,Udenheim,4952N 00810E
DE,UHF,Suhrendorf,5428N 01308E
DE,UKI,Neukieritzsch,5110N 01226E
DE,ULM,Ulm,4824N 01000E
DE,ULS,Mulsen,5045N 01234E
DE,UND,Gmund am Tegernsee,4745N 01144E
DE,UPS,Upschort,5328N 00744E
DE,URR,Burladingen,4817N 00907E
DE,USD,Usedom,5352N 01355E
DE,USF,Budelsdorf,5418N 00939E
DE,UTA,Lauta,5040N 01309E
DE,UTT,Schuttertal,4816N 00758E
DE,V44,Vinn,5126N 00638E
DE,VAR,Varel,5324N 00808E
DE,VBS,Vilsbiburg,4827N 01221E
DE,VEJ,Vetschau,5147N 01405E
DE,VEN,Venne,5224N 00810E
DE,VGF,Vilgertshofen,4757N 01055E
DE,VIU,Vienenburg,5157N 01034E
DE,VIW,Vierow,5418N 01347E
DE,VNA,Venhaus,5221N 00727E
DE,VOC,Vockfey,5314N 01056E
DE,VOL,Volkach,4952N 01014E
DE,VRW,Viewrow,5407N 01335E
DE,VTT,Vitte (Hiddensee),5434N 01306E
DE,VTZ,Vielitz,5256N 01300E
DE,VVH,Hohn,5037N 00759E
DE,WAC,Westeraccumersiel,5340N 00729E
DE,WAR,Warnemunde,5410N 01205E
DE,WAZ,Wabern,5106N 00920E
DE,WB2,Willmersdorf,5240N 01341E
DE,WE5,Wester-Ohrstedt,5431N 00911E
DE,WEE,Weener,5310N 00721E
DE,WES,Wesel,5140N 00637E
DE,WGQ,Wehingen,4809N 00848E
DE,WHP,Wipperdorf,5127N 01040E
DE,WIE,Wiesens,5327N 00735E
DE,WIF,Wischhafen,5347N 00919E
DE,WIM,Wimmer,5220N 00826E
DE,WIT,Wittlage,5219N 00822E
DE,WKE,Wankendorf,5407N 01012E
DE,WKK,Weikersheim,4929N 00954E
DE,WKZ,Wickrath,5108N 00625E
DE,WLE,Walheim,4901N 00909E
DE,WLM,Walsum,5132N 00642E
DE,WMM,Wemmetsweiler,4922N 00705E
DE,WNG,Weissenburg in Bayern,4902N 01058E
DE,WNH,Windheim,5224N 00901E
DE,WNI,Winnweiler,4934N 00751E
DE,WNL,Wandersleben,5054N 01051E
DE,WNT,Wedlenstedt,5215N 01024W
DE,WNU,Weissenthurm,5025N 00727E
DE,WOB,Wolfsburg,5226N 01048E
DE,WOG,Worringen,5103N 00651E
DE,WRI,Wrist,5356N 00945E
DE,WTA,Worth an der Donau,4900N 01224E
DE,WTP,Waltrop,5138N 00724E
DE,WTU,Wittichenau,5123N 01415E
DE,WVN,Wilhelmshaven,5331N 00808E
DE,WWH,Windsbach,4915N 01049E
DE,WWI,Weilerswist,5046N 00650E
DE,XAX,Euerfeld,4949N 01007E
DE,XFW,Finkenwerder,5332N 00951E
DE,XMP,Monheim,4850N 01050E
DE,XRT,Herbertingen,4804N 00926E
DE,XZS,Handeloh,5315N 00950E
DE,YSF,Seifhennersdorf,5056N 01436E
DE,YWX,Waxweiler,5006N 00622E
DE,Z4Z,Michelbach am Heuchelberg,4904N 00856E
DE,ZB4,Sulzberg,4740N 01021E
DE,ZH8,Zehren,5112N 01324E
DE,ZHA,Zahna,5155N 01247E
DE,ZHD,Zehdenick,5258N 01319E
DE,ZIN,Zinnowitz,5404N 01354E
DE,ZIS,Zingst,5426N 01241E
DE,ZIZ,Zaisenhausen,4906N 00849E
DE,ZMU,Salzmunde,5132N 01150E
DE,ZRH,Zechlinerhutte,5309N 01253E
DE,ZTH,Zeuthen,5221N 01338E
DE,ZVE,Ihrlerstein,4856N 11520E
DE,ZZH,Zuzenhausen,4917N 00849E
DE,ZZL,Zellertal,4938N 00808E
DJ,DCT,Doraleh Container Terminal,1136N 04396E
DJ,DMJ,Damerjog,1129N 04311E
DJ,POD,Djibouti,1135N 04308E
DK,AAB,Abenra,5502N 00926E
DK,AAR,Aarhus,5609N 01013E
DK,AGE,Allinge,5516N 01448E
DK,AK3,Akirkeby,5504N 01456E
DK,ARD,Arosund,5515N 00943E
DK,ARO,Aro,5516N 00945E
DK,ASA,Asaa,5709N 01025E
DK,AVK,Avernak By,5502N 01016E
DK,AVN,Avernakke Havn,5518N 01047E
DK,BAL,Ballen,5549N 01039E
DK,BBG,Bovlingbjerg,5626N 00812E
DK,BGZ,Bogense,5534N 01005E
DK,BLA,Blavand,5533N 00808E
DK,BLU,Baelum,5649N 01006E
DK,BOG,Bogo By,5456N 01203E
DK,BOS,Bojden,5506N 01005E
DK,CPH,Kobenhavn,5540N 01235E
DK,CSO,Christianso Havn,5519N 01511E
DK,DN6,Dannemare,5445N 01112E
DK,DYS,Dyssegard,5544N 01232E
DK,EK4,Eskilstrup,5551N 01138E
DK,ENS,Enstedvarket Havn,5501N 00926E
DK,EOT,Styrtom,5501N 00926E
DK,FDS,Frederikssund,5550N 01204E
DK,FER,Ferritslev,5518N 01035E
DK,FRK,Fovling,5527N 00857E
DK,FYH,Fynshav,5458N 00958E
DK,GDM,Gudhjem,5513N 01458E
DK,GTS,Glatved Strand,5618N 10519E
DK,HBA,Humlebak,5558N 01231E
DK,HEJ,Hejls,5523N 00936E
DK,HHV,Hammerhavn,5517N 01445E
DK,HJ3,Hojby,5520N 01027E
DK,HJT,Hjerting,5531N 00822E
DK,HSU,Hadsund,5643N 01006E
DK,HVS,Hvide Sande,5559N 00808E
DK,HVT,Hellebak,5604N 01234E
DK,HWO,Hov,5555N 01015E
DK,JEL,Jelling,5545N 00926E
DK,JUE,Juelsminde,5542N 01001E
DK,KAR,Karlslunde,5534N 01213E
DK,KBG,Klintebjerg,5529N 01027E
DK,KBK,Karrebaksminde,5511N 01140E
DK,KDM,Kollund Mole,5420N 00927E
DK,KGL,Kongsdal Harbour,5642N 01004E
DK,KK4,Abybro,5709N 00945E
DK,KLH,Klintholm Havn,5757N 01228E
DK,KLP,Kleppen,5632N 00835E
DK,KOK,Kolby Kas,5548N 01033E
DK,KT4,Kettinge,5442N 01145E
DK,LHH,Lindholm Havn,5517N 01048E
DK,LUN,Lundeborg,5508N 01047E
DK,MKH,Masnedovaerkets Havn/Vordingborg,5458N 01153E
DK,MNS,Masnedsund,5500N 01152E
DK,MRR,Mariager,5639N 01000E
DK,N3S,Nykobing Sjaelland,5555N 01140E
DK,NGB,Nagbol,5527N 00917E
DK,NHN,Nordhavn,5542N 01236E
DK,NR4,Nyrup,5536N 01140E
DK,NSD,Norre Snede,5557N 00923E
DK,NVD,Nastved,5514N 01146E
DK,NYB,Nyborg Lystbadehavn,5518N 01047E
DK,NYF,Nykobing Falster,5446N 01153E
DK,NYM,Nykobing Mors,5647N 00851E
DK,OTB,Østerby Havn,5719N 01108E
DK,RD4,Rude,5600N 01014E
DK,RDH,Rodvig Havn,5515N 01222E
DK,RDK,Rodekro,5504N 00919E
DK,RMO,Romo,5508N 00831E
DK,ROD,Rodbyhavn,5439N 01121E
DK,ROF,Rodby,5441N 01123E
DK,RYS,Ryslinge,5515N 01033E
DK,SAE,Saby,5720N 01032E
DK,SB2,Stroby,5523N 01218E
DK,SBK,Stubbekobing,5453N 01203E
DK,SD7,Sandved,5516N 01132E
DK,SDA,Sydals,5454N 00953E
DK,SF2,Store Fuglede,5535N 01115E
DK,SGD,Sonderborg,5454N 00947E
DK,SH6,Store Heddinge,5519N 01225E
DK,SIT,Stigsnaes Inter Terminal,5512N 01114E
DK,SK3,Skodsborg,5549N 01234E
DK,SKH,Skovshoved,5546N 01236E
DK,SL2,Sollested,5518N 01003E
DK,SM6,Store Merlose,5533N 01143E
DK,SN2,Snertinge,5504N 01155E
DK,SN7,Stensved,5500N 01202E
DK,SNY,Sundby/Mors,5652N 00840E
DK,STA,Stavning,5558N 00823E
DK,STP,Stevns Pier,5519N 01227E
DK,SVA,Svaneke,5508N 01509E
DK,SVG,Sandvig,5517N 01447E
DK,TB4,Toreby,5445N 01148E
DK,TJL,Tjele,5630N 00936E
DK,TKB,Tikob,5601N 01228E
DK,TMD,Torsminde,5622N 00807E
DK,TN3,Tune,5536N 01211E
DK,TRG,Torrig,5454N 01120E
DK,TRO,Troense,5502N 01039E
DK,UNX,Masnedsund Godningshamn,5500N 01155E
DK,VAE,Vallensbak,5538N 01221E
DK,VB2,Vejby,5604N 01209E
DK,VBN,Vordingborg Nordhavnen,5500N 01155E
DK,VBS,Vordingborg Sydhavnen,5459N 01153E
DK,VG4,Vaggerlose,5442N 01156E
DK,VK7,Vekso,5545N 01215E
DK,VM2,Vemmelev,5522N 01116E
DK,VOR,Vordingborg,5500N 01154E
DK,VT2,Vesterborg,5451N 01117E
DM,ADM,Anse du Mai,1536N 06123W
DM,POR,Portsmouth,1534N 06127W
DO,AZU,Azua,1827N 07044W
DO,BAN,Bani,1817N 07020W
DO,BAV,Bavaro,1843S 06827W
DO,BQL,Barcequillo,1826N 07002W
DO,CAI,Catalina Island,1822N 06900W
DO,CAL,Cayo Levantado,1912N 06919W
DO,CAU,Caucedo,1825N 06938W
DO,CDC,Casa de Campo,1824N 06854W
DO,HIG,Higuey,1827N 07016W
DO,INA,Bajos de Haina,1825N 07002W
DO,MAN,Manzanillo,1942N 07145W
DO,OCO,Ocoa Bay,1837N 07065W
DO,PAL,Puerto Palenque,1814N 07009W
DO,PVA,Puerto Viejo de Azua,1820N 07050W
DO,SDQ,Santo Domingo,1828N 06954W
DO,SFN,San Francisco de Macoris,1918N 07015W
DO,SNX,Sabana de la Mar,1904N 06923W
DO,SNZ,Sanchez,1914N 06937W
DO,SPM,San Pedro de Macoris,1827N 06918W
DO,VAL,Villa Altagracia,1840N 07010W
DZ,2ON,Oran Dry Port,3541N 00038W
DZ,ALG,Alger (Algiers),3645N 00303E
DZ,AZW,Arzew,3552N 00019W
DZ,BHA,Bethioua,3548N 00016W
DZ,BSF,Benisaf,3517N 00123W
DZ,CHE,Cherchell,3636N 00212E
DZ,COL,Collo,3701N 00633E
DZ,DEL,Dellys,3655N 00353E
DZ,GHA,Ghardaia,3229N 00340E
DZ,GHZ,Ghazaouet,3506N 00151W
DZ,KHE,Kherrata,3629N 00516E
DZ,ROU,Rouiba,3644N 00317E
DZ,TBS,Tebessa,3524N 00807E
DZ,TEN,Tenes,3631N 00119E
DZ,TLM,Tlemcen,3452N 00118W
EC,AYO,"Puerto Ayora, Isla Santa Cruz",0045S 09019W
EC,BAQ,Puerto Baquerizo Moreno,0054S 08936W
EC,BHA,Bahia de Caraquez,0033S 08030W
EC,BLI,Bartolome Island,0017S 09033W
EC,CAT,Caleta Tagus,0015S 09122W
EC,DUN,Duran,0212S 07950W
EC,ESM,Esmeraldas,0059N 07942W
EC,ESP,Espanola Island,0123S 08941W
EC,FLO,Floreana Island,0118S 09026W
EC,GUA,Guayas,0058S 07933W
EC,GYE,Guayaquil,0210S 07954W
EC,LLD,La Libertad,0214S 08054W
EC,LPT,La Puntilla,0209S 07952W
EC,MEC,Manta,0057S 08044W
EC,OCC,Coca,0029S 07658W
EC,PBG,Puerto Balao Grande,0254S 07950W
EC,PBO,Puerto Bolivar,0316S 07959W
EC,PEG,Puerto Egas,0014S 09051W
EC,PEV,Puerto Nuevo,0213S 07955W
EC,PSJ,Posorja,0242S 08015W
EC,PUN,Puna,0244S 07955W
EC,RAB,Rabida Island,0025S 09042W
EC,SLR,San Lorenzo,0115N 07850W
EC,SNC,Salinas,0213S 08058W
EC,SYM,Seymour,0025S 09017W
EC,VIL,"Puerto Villamil, Isla Isabela",0056S 09101W
EC,ZTL,Zapotal,0219S 08032W
EE,ABJ,Abaja Sadam,5822N 02201E
EE,ABR,Abruka,5810N 02232E
EE,ADV,Admirali Vaikesadam,5832N 02341E
EE,AEN,Aegna,5934N 02445E
EE,AHO,Ahoi Joesadam,5813N 02222E
EE,AKS,Alajoe Kalasadam,5900N 02726E
EE,ASE,Aseri,5927N 02652E
EE,ASV,Aseri Vaikesadam,5927N 02652E
EE,ATL,Atla,5818N 02154E
EE,BEK,Bekkeri,5927N 02439E
EE,DIR,Dirhami,5913N 02330E
EE,EIS,Eisma,5934N 02618E
EE,HAA,Haapsalu,5856N 02332E
EE,HII,Hiiessaare,5900N 02251E
EE,HLD,Haldi,5848N 02227E
EE,HLT,Heltermaa,5852N 02303E
EE,HRA,Hara Sadam,5905N 02332E
EE,HRS,Hara Sadam,5935N 02537E
EE,HUN,Hundipea,5928N 02443E
EE,HVV,Haapsalu Veskiviigi,5858N 02332E
EE,JAP,Japsi Kalasadam,5823N 02429E
EE,JEP,Joe Paadisadam,5822N 02644E
EE,JGP,Jaagupi,5802N 02428E
EE,JHT,Juheta,5823N 02417E
EE,JKR,Joekaaru,5859N 02711E
EE,JOS,Narva Linnasadam,5923N 02812E
EE,KAK,Kakumae,5927N 02436E
EE,KAL,Kalana,5855N 02203E
EE,KAM,Kalmakula Sadam,5853N 02658E
EE,KAP,Karlova Paadisadam,5822N 02645E
EE,KAS,Kalasadam,5927N 02445E
EE,KBN,Kaberneeme Sadam,5931N 02517E
EE,KDL,Kardla,5900N 02245E
EE,KDR,Kudrukula Sadam,5927N 02905E
EE,KEJ,Kesse-Jaani,5838N 02327E
EE,KEL,Kelvingi,5933N 02450E
EE,KGS,Koiguste,5822N 02258E
EE,KGV,Koguva,5836N 02304E
EE,KHN,Kihnu,5808N 02401E
EE,KII,Kiideva,5846N 02332E
EE,KJK,Kalevi Jahtklubi,5928N 02450E
EE,KKE,Kurkse,5916N 02401E
EE,KKS,Kassari Sadam,5846N 02250E
EE,KLD,Kaldu,5827N 02316E
EE,KLE,Kallaste,5839N 02316E
EE,KLK,Koljunuki,5930N 02505E
EE,KLL,Kallaste,5839N 02709E
EE,KLN,Kelnase,5938N 02501E
EE,KLR,Kallaste Rannasadam,5840N 02710E
EE,KND,Kunda,5931N 02632E
EE,KNG,Kungla,5821N 02257E
EE,KOL,Kolkja,5833N 02713E
EE,KPA,Karepa Sadam,5933N 02625E
EE,KRG,Korgessaare,5858N 02228E
EE,KSA,Karsa,5815N 02244E
EE,KSN,Kastna,5820N 02355E
EE,KSP,Kaunispe,5803N 02204E
EE,KUG,Narva Kulgu Sadam,5921N 02810E
EE,KUI,Kuivastu,5834N 02323E
EE,KUR,Kuressaare sadam,5815N 02228E
EE,KVI,Kaavi Paadisadam,5759N 02212E
EE,KVR,Kavaru,5816N 02410E
EE,LAN,Laane,5832N 02341E
EE,LAO,Lao,5814N 02407E
EE,LAT,Laatsa,5808N 02215E
EE,LAU,Lautri,5855N 02205E
EE,LEN,Lennusadam,5927N 02444E
EE,LEP,Leppneeme,5932N 02451E
EE,LHK,Lehtma Kalurisadam,5904N 02242E
EE,LHS,Lahesuu,5927N 02442E
EE,LHT,Lehtma,5904N 02242E
EE,LIN,Lindi,5820N 02417E
EE,LIU,Liu,5817N 02416E
EE,LKS,Laaksaare,5820N 02725E
EE,LMA,Lomala,5810N 02207E
EE,LNR,Lounaranna,5832N 02319E
EE,LPN,Leppneeme Kalasadam,5933N 02452E
EE,LPS,Lopesuu,5829N 02316E
EE,LSA,Loksa,5935N 02542E
EE,LSL,Lohusalu,5924N 02413E
EE,LUI,Luige Vaikesadam,5852N 02329E
EE,MAH,Mahu Sadam,5931N 02343E
EE,MAN,Manilaiu,5913N 02408E
EE,MDR,Miiduranna,5930N 02449E
EE,MEH,Mehikoorma Sadam,5814N 02729E
EE,MIH,Mihkli Sadam,5847N 02659E
EE,MNI,Manni,5831N 02340E
EE,MNT,Montu,5757N 02208E
EE,MNV,Montu Vaikelaevade Sadam,5757N 02207E
EE,MRL,Merelaiu,5818N 02401E
EE,MRS,Meeruse,5927N 02440E
EE,MTV,Mustvee,5851N 02657E
EE,MUG,Muuga,5930N 02458E
EE,MUN,Munalaiu,5814N 02407E
EE,MUR,Muratsi Sadam,5814N 02235E
EE,NAI,Naissaare,5933N 02433E
EE,NAS,Nasva,5813N 02224E
EE,NJD,Nasva Joesadam,5814N 02223E
EE,NJS,Narva-Joesuu Sadam,5928N 02803E
EE,NME,Neeme,5932N 02510E
EE,NOB,Noblessneri,5927N 02444E
EE,NRM,Nurme,5935N 02447E
EE,NST,Naistlaiu Sadam,5849N 02302E
EE,NVA,Nova Sadam,5915N 02340E
EE,OIU,Oiu,5824N 02559E
EE,OMR,Omedu Rand,5847N 02659E
EE,ORI,Orissaare,5834N 02306E
EE,ORJ,Orjaku,5847N 02246E
EE,OSM,Osmussaare Sadam,5917N 02325E
EE,OST,Osterby,5859N 02331E
EE,OTI,Oti,5934N 02448E
EE,OTS,Otsa,5839N 02710E
EE,PAA,Paatsalu,5831N 02341E
EE,PAP,Papissaare Sadam,5822N 02159E
EE,PAR,Patareisadam,5927N 02445E
EE,PAS,Paljassaare,5927N 02442E
EE,PHL,Pihelgalaiu,5827N 02340E
EE,PIR,Pirita,5928N 02449E
EE,PLN,Paldiski Pohjasadam,5921N 02403E
EE,PLS,Paldiski Lounasadam,5920N 02405E
EE,PRE,Piirissaare Sadam,5823N 02731E
EE,PRI,Peerni,5815N 02408E
EE,PRJ,Purtse Jahisadam,5926N 02659E
EE,PRK,Purtse Kalasadam,5926N 02659E
EE,PRL,Prangli Lounasadam,5937N 02500E
EE,PRN,Parnu,5823N 02430E
EE,PRV,Parnu Sadama Vaikesadam,5823N 02429E
EE,PSM,Pae Sadam,5829N 02316E
EE,PSV,Paslepa-Viigi Sadam,5901N 02326E
EE,PUR,Purtse,5925N 02700E
EE,PUS,Pusi,5838N 02709E
EE,PVS,Piirivalvesadam,5927N 02440E
EE,RAJ,Raja,5850N 02657E
EE,RBS,Rebase Paadisadam,5822N 02645E
EE,RGR,Roograhu,5900N 02249E
EE,RHK,Rohukula,5854N 02326E
EE,RJS,Ristna Jahisadam,5855N 02204E
EE,RLB,Ralby Sadam,5902N 02317E
EE,RLS,Ristna Lounasadam,5855N 02204E
EE,RMS,Roomassaare,5813N 02230E
EE,RNG,Ringsu,5747N 02316E
EE,RNM,Rannametsa,5807N 02429E
EE,RNV,Rohuneeme Vaikesadam,5934N 02448E
EE,RON,Rohuneeme,5934N 02448E
EE,ROO,Roopa,5816N 02152E
EE,RPI,Rapina,5808N 02732E
EE,RST,Ristna,5916N 02344E
EE,RUV,Ruhve,5823N 02302E
EE,RVS,Remniku Vanasadam,5901N 02733E
EE,SAM,Salmistu,5930N 02522E
EE,SAS,Sassukvere,5843N 02708E
EE,SGS,Saaga Sadam,5823N 02659E
EE,SHL,Suur-Holmi,5858N 02332E
EE,SIG,Sigatsuaru Vaikesadam,5809N 02400E
EE,SLE,Salme Joesadam,5810N 02215E
EE,SLM,Sillamae,5925N 02744E
EE,SLN,Salinomme,5850N 02257E
EE,SMA,Saaremaa sadam,5832N 02214E
EE,SNK,Salinomme Kalasadam,5850N 02257E
EE,SNP,Salinomme Paadisadam,5859N 02257E
EE,SOE,Soela,5837N 02236E
EE,SRA,Saarepera,5810N 02730E
EE,SRU,Soru,5842N 02232E
EE,SRV,Soru Vaikelaevasadam,5842N 02231E
EE,SSO,Soo,5843N 02707E
EE,SUA,Suaru,5808N 02401E
EE,SUK,Suaru Kalasadam,5808N 02400E
EE,SUL,Suur-Lootsi,5928N 02803E
EE,SUR,Suurpea,5938N 02541E
EE,SUS,Suursadam,5858N 02255E
EE,SVI,Sviby,5858N 02319E
EE,SVS,Saastna Vanasadam,5844N 02334E
EE,TAL,Taaliku Sadam,5836N 02259E
EE,TGI,Triigi,5836N 02243E
EE,TIL,Tilgu,5927N 02429E
EE,TJA,Turja Sadam,5820N 02256E
EE,TJS,Tori Joesadam,5815N 02228E
EE,TLL,Tallinn,5926N 02444E
EE,TLT,Tuletorni,5847N 02246E
EE,TLV,Talvesadam,5823N 02430E
EE,TMA,Tarkma,5841N 02236E
EE,TMN,Tammneeme Sadam,5931N 02453E
EE,TOI,Toila,5926N 02732E
EE,TPL,Tapurla,5936N 02534E
EE,TRE,Treimani,5755N 02423E
EE,TRU,Turusadam,5822N 02644E
EE,TRV,Tarvastu,5815N 02558E
EE,UIS,Uisusadam,5833N 02305E
EE,URE,Kuressaare,5815N 02230E
EE,URG,Urgoru Paadisadam,5822N 02659E
EE,VAN,Vanasadam,5927N 02446E
EE,VAR,Varssu,5856N 02257E
EE,VDU,Voidu,5819N 02401E
EE,VEB,Vene-Balti,5927N 02439E
EE,VEE,Veere,5828N 02203E
EE,VER,Vergi,5836N 02606E
EE,VIK,Vikati Sadam,5822N 02152E
EE,VIN,Viinistu Sadam,5939N 02545E
EE,VIR,Virtsu,5835N 02331E
EE,VIS,Virtsu Kalasadam,5835N 02331E
EE,VLR,Valmeranna,5830N 02314E
EE,VNA,Vasknarva,5900N 02744E
EE,VNJ,Varnja Sadam,5829N 02715E
EE,VOI,Voiste,5813N 02428E
EE,VOK,Voopsu Kulasadam,5804N 02733E
EE,VOP,Voopsu,5805N 02733E
EE,VOS,Vosu,5935N 02558E
EE,VPA,Vahtrepa Sadam,5853N 02301E
EE,VPS,Varbla Puhkekula,5826N 02341E
EE,VRA,Varska Sadam,5757N 02737E
EE,VRI,Varati,5819N 02359E
EE,VRK,Vorkaia,5841N 02312E
EE,VRS,Varese Sadam,5835N 02224E
EE,VSG,Vana-Sauga Sadam,5823N 02429E
EE,VTR,Vaike-Turu,5823N 02644E
EE,VUS,Vasknarva Uussadam,5901N 02744E
EE,VVM,Veere Vanasadam,5828N 02203E
EE,VVN,Vasknarva Paadisadam,5900N 02744E
EE,VVS,Virtsu Vanasadam,5835N 02334E
EE,WJS,Westmeri Jahisadam,5858N 02332E
EE,WST,Westmeri,5858N 02331E
EG,ADA,Al Adabiyah,2952N 03228E
EG,AGN,Abu Ghosoun,2427N 03512E
EG,ALY,El Iskandariya (Alexandria),3111N 02955E
EG,AQU,Al Qusayr,2606N 03417E
EG,ARY,Al Amriyah,3135N 03058E
EG,AZA,Abu Zenimah,2903N 03306E
EG,BGB,Atakka Dry Port,3206N 03300E
EG,DAM,Dumyat (Damietta),3125N 03149E
EG,DOM,Dome Marina,2926N 03229E
EG,EPP,Marsa Egyptian Propylene & Polypropylene,3118N 03209E
EG,GAL,Galala Marina,2928N 03226E
EG,GLB,Port Ghalib,2532N 03438E
EG,GUA,El-Guna (El Gouna),2723N 03340E
EG,IKU,Idku,3118N 03018E
EG,MEA,Porto Marina El Alamein,3049N 02859E
EG,NUW,Nuwaiba,2858N 03439E
EG,OPT,Marsa Oriental Petrochemicals,2941N 03221E
EG,PSE,Port Said East,3113N 03221E
EG,RAB,Ras Budran,2856N 03307E
EG,RSU,Ras Sudr,2936N 03240E
EG,SBY,Soma Bay Marina,2651N 03359E
EG,SIN,South Sinai (Ganoub Sinai),2952N 03360E
EG,SOK,Sokhna Port,2939N 03221E
EG,SSH,Sharm ash Shaykh,2752N 03417E
EG,SUZ,As Suways (Suez),2958N 03231E
EG,TOR,El Tor,2814N 03337E
EH,EAI,Ejbei Uad el Aabd,2709N 01312W
ER,ASA,Assab,1300N 04244E
